Chromosome	Transposon Position	Transposon	Region	Transcript Name	Gene Name	Biotype	Phenotype	GO Annotation	Number of Strains	Strains
II	10810655	LTRCER1	promoter	R06F6.7	NA	protein_coding	NA	NA	1	JU847
II	10907153	Tc9	intergenic	NA	NA	NA	NA	NA	2	ECA36,QX1211
II	10932651	CER2-LTR_CE	intergenic	NA	NA	NA	NA	NA	1	CX11292
II	10934506	CER2-I_CE	intron	R03D7.2	NA	protein_coding	NA	GO:0034984	128	BRC20067,CB4853,CB4854,CB4855,CB4856,CB4857,CB4858,CB4932,CX11254,CX11262,CX11264,CX11271,CX11276,CX11285,CX11292,CX11307,CX11314,CX11315,DL200,DL238,ECA36,ED3005,ED3011,ED3017,ED3040,ED3046,ED3048,ED3049,ED3052,ED3073,ED3077,EG4349,EG4724,EG4725,EG4946,GXW1,JT11398,JU1088,JU1172,JU1213,JU1242,JU1246,JU1400,JU1409,JU1440,JU1491,JU1530,JU1580,JU1581,JU1652,JU2001,JU2007,JU2316,JU2464,JU2466,JU2513,JU2519,JU2522,JU2526,JU258,JU310,JU323,JU346,JU360,JU393,JU397,JU561,JU642,JU751,JU774,JU775,JU778,JU782,JU792,JU830,JU847,KR314,LKC34,MY10,MY16,MY18,MY1,MY23,NIC166,NIC195,NIC199,NIC1,NIC207,NIC231,NIC236,NIC242,NIC251,NIC252,NIC255,NIC256,NIC258,NIC259,NIC260,NIC261,NIC262,NIC265,NIC267,NIC268,NIC269,NIC271,NIC272,NIC274,NIC275,NIC276,NIC277,NIC3,PB303,PB306,PS2025,QG536,QG556,QG557,QW947,QX1211,QX1212,QX1233,QX1791,QX1792,QX1793,QX1794,RC301,WN2001,WN2002
II	11101920	Tc5	five_prime_UTR	C09H10.5	NA	protein_coding	NA	NA	1	CB4851
II	11226811	Tc4v	intron	T06D8.2	NA	protein_coding	embryonic lethal	GO:0005515,GO:0009792	15	EG4349,EG4724,JU1246,JU1409,JU1530,JU1652,JU258,JU360,JU642,JU751,NIC277,NIC3,QX1791,WN2001,WN2002
II	11278003	MARINER2	intergenic	NA	NA	NA	NA	NA	13	EG4349,EG4724,JU1409,JU1530,JU1652,JU258,JU360,JU642,JU751,NIC3,QX1791,WN2001,WN2002
II	11283943	Tc1	three_prime_UTR	C47G2.2	unc-130	protein_coding	embryonic lethal	GO:0000122,GO:0001106,GO:0003700,GO:0005634,GO:0007399,GO:0009790,GO:0045138,GO:0045185,GO:0048846,GO:0006355,GO:0043565,GO:0009792	1	ECA252
II	11404770	MIRAGE1	intergenic	NA	NA	NA	NA	NA	1	JU1652
II	11661145	WBT00000084	intergenic	NA	NA	NA	NA	NA	1	EG4349
II	11703798	Tc3	intron	C47D12.8	xpf-1	protein_coding	embryonic lethal	GO:0006974,GO:0003677,GO:0004518,GO:0006259,GO:0009792,GO:0009792	1	JU440
II	11768397	MAR_CE	CDS	F44E5.2	NA	protein_coding	NA	NA	1	JU2466
II	11806599	HAT4_CE	CDS	F43G6.6	jmjd-1.1	protein_coding	NA	GO:0005515,GO:0008270	5	CX11285,ED3073,MY16,MY18,RC301
II	11837221	Tc2	intron	T27D12.6	NA	protein_coding	NA	NA	1	CB4851
II	11894261	Tc1	promoter	ZK930.2	NA	protein_coding	NA	NA	1	ECA252
II	11930745	LTRCER1	intron	W03C9.4	lin-29	protein_coding	sterile,maternal sterile,larval lethal,slow growth	GO:0000977,GO:0005634,GO:0018991,GO:0018996,GO:0040025,GO:0040034,GO:0043067,GO:0061067,GO:0046872,GO:0003676,GO:0018991,GO:0040035,GO:0040035,GO:0040011,GO:0040035,GO:0040035,GO:0002119,GO:0000003,GO:0040035,GO:0000003,GO:0000003,GO:0000003,GO:0000003,GO:0000003,GO:0018991,GO:0040035,GO:0000003,GO:0000003,GO:0000003,GO:0040027,GO:0040026	6	JU2519,JU2522,JU778,JU782,NIC242,NIC259
II	12019271	WBT00000074	intron	Y17G7B.6	glb-29	protein_coding	NA	GO:0005506,GO:0015671,GO:0019825,GO:0020037	6	EG4724,JU1409,JU1530,JU360,JU642,NIC3
II	12039985	Tc2	promoter	Y17G7B.7	tpi-1	protein_coding	NA	GO:0005622,GO:0008340,GO:0030016,GO:0045454,GO:0004807,GO:0008152,GO:0003824,GO:0008340,GO:0071688	1	ED3046
II	12082195	WBT00000416	intron	Y17G7B.15	cnt-1	protein_coding	larval lethal	GO:0008060,GO:0008270,GO:0032312,GO:0005515,GO:0019915,GO:0002119	1	CB4852
II	12082204	HAT2_CE	intron	Y17G7B.15	cnt-1	protein_coding	larval lethal	GO:0008060,GO:0008270,GO:0032312,GO:0005515,GO:0019915,GO:0002119	3	CX11285,ED3017,JU774
II	12084732	Tc3	intron	Y17G7B.15	cnt-1	protein_coding	larval lethal	GO:0008060,GO:0008270,GO:0032312,GO:0005515,GO:0019915,GO:0002119	16	CB4858,CX11264,CX11292,ED3040,ED3046,EG4946,JU1088,JU1491,JU1580,JU1581,JU310,JU782,MY1,NIC259,QG536,QX1212
II	12087332	Tc5	intron	Y17G7B.15	cnt-1	protein_coding	larval lethal	GO:0008060,GO:0008270,GO:0032312,GO:0005515,GO:0019915,GO:0002119	1	CB4851
II	12114545	WBT00000661	promoter	Y43F11A.1	NA	protein_coding	NA	NA	1	DL238
II	12139723	Tc4v	intron	Y57A10A.1	NA	protein_coding	NA	NA	2	ECA36,QX1211
II	12259435	Tc1	intron	Y57A10A.10	NA	protein_coding	NA	GO:0005261,GO:0015672,GO:0016020	1	ECA252
II	12309641	Tc5	intron	C50E10.2	NA	protein_coding	larval arrest	GO:0002119,GO:0007276	1	QX1791
II	12328487	HELITRONY2_CE	promoter	C50E10.7	sre-55	protein_coding	NA	GO:0007606,GO:0016021	1	QX1211
II	12397748	MIRAGE1	CDS	F57G9.7	NA	protein_coding	NA	GO:0007606,GO:0016021	1	JU2464
II	12407733	LTRCER1	CDS	F57G9.1	sre-31	protein_coding	NA	GO:0007606,GO:0016021	1	JU792
II	12432145	Tc1	intron	Y57A10C.7	dct-12	protein_coding	NA	NA	3	CB4856,DL238,JU346
II	12454943	Chapaev-1_CE	intergenic	NA	NA	NA	NA	NA	1	QX1791
II	12485461	MIRAGE1	promoter	F15A4.10	NA	protein_coding	NA	NA	1	JU561
II	12545608	NPAL0A_CE	promoter	F49C5.9	NA	protein_coding	NA	NA	116	AB1,CB4851,CB4852,CB4853,CB4854,CB4855,CB4856,CB4857,CB4858,CB4932,CX11254,CX11262,CX11264,CX11271,CX11276,CX11285,CX11292,CX11307,CX11314,CX11315,DL226,DL238,ED3005,ED3011,ED3012,ED3017,ED3040,ED3046,ED3048,ED3049,ED3073,ED3077,EG4347,EG4349,EG4724,EG4946,GXW1,JU1088,JU1172,JU1200,JU1242,JU1246,JU1400,JU1409,JU1491,JU1530,JU1568,JU1580,JU1581,JU1586,JU1652,JU1896,JU2001,JU2007,JU2513,JU2519,JU2522,JU2526,JU258,JU310,JU311,JU323,JU346,JU360,JU367,JU393,JU394,JU397,JU440,JU561,JU642,JU774,JU775,JU778,JU782,JU792,JU830,KR314,LKC34,LSJ1,MY10,MY16,MY18,MY1,MY23,N2,NIC199,NIC1,NIC207,NIC231,NIC236,NIC242,NIC265,NIC266,NIC272,NIC275,NIC277,NIC2,NIC3,PB303,PB306,PS2025,PX179,QG536,QG556,QG557,QW947,QX1211,QX1212,QX1233,QX1792,QX1793,QX1794,RC301,WN2001,WN2002
II	12545723	NPAL0A_CE	promoter	F49C5.9	NA	protein_coding	NA	NA	1	NIC252
II	12565013	Tc1	intron	F49C5.6	str-223	protein_coding	NA	GO:0019915	1	CB4851
II	12589922	CELETC2	intron	Y38E10A.6	ceh-100	protein_coding	embryonic lethal	GO:0003677,GO:0009792	1	QX1211
II	12593994	CELE45	intron	Y38E10A.6	ceh-100	protein_coding	embryonic lethal	GO:0003677,GO:0009792	1	QX1211
II	12594144	PAL5A_CE	intron	Y38E10A.6	ceh-100	protein_coding	embryonic lethal	GO:0003677,GO:0009792	1	QX1211
II	12598084	PAL5A_CE	intron	Y38E10A.6	ceh-100	protein_coding	embryonic lethal	GO:0003677,GO:0009792	1	QX1211
II	12619032	Tc1	intergenic	NA	NA	NA	NA	NA	1	ECA252
II	12620325	MIRAGE1	promoter	Y38E10A.26	nspe-2	protein_coding	NA	NA	1	MY16
II	12620328	HAT1_CE	promoter	Y38E10A.26	nspe-2	protein_coding	NA	NA	28	AB1,CB4853,CX11254,CX11271,ED3017,ED3046,ED3049,ED3073,ED3077,EG4349,JU1088,JU1491,JU1530,JU1581,JU2001,JU2007,JU311,JU440,JU782,MY1,NIC3,PS2025,PX179,QG536,QG556,QX1792,QX1793,RC301
II	12627764	LTRCER1	promoter	Y38E10A.16	nspe-5	protein_coding	NA	NA	1	JU775
II	12629500	PAL3A_CE	promoter	Y38E10A.28	NA	protein_coding	NA	NA	4	CB4858,ED3049,MY16,MY1
II	12631688	Tc3	CDS	Y38E10A.28	NA	protein_coding	NA	NA	1	DL226
II	12639894	Tc5	promoter	Y38E10A.19	nhr-235	protein_coding	NA	GO:0003700,GO:0003707,GO:0005634,GO:0006355,GO:0043401	1	NIC258
II	12641605	Tc1	CDS	Y38E10A.19	nhr-235	protein_coding	NA	GO:0003700,GO:0003707,GO:0005634,GO:0006355,GO:0043401	1	ECA252
II	12699959	HELITRONY2_CE	intron	Y46G5A.1	tbc-17	protein_coding	sick,sterile progeny	GO:0005097,GO:0032313,GO:0000003	1	JU1530
II	12744856	Tc5	exon	Y46G5A.6	NA	pseudogene	slow growth,larval arrest,embryonic lethal,organism hypertonic lethality increased	GO:0009792,GO:0002119,GO:0040011,GO:0008340	1	QG536
II	12808137	CELE42	intron	Y46G5A.19	spds-1	protein_coding	NA	GO:0003824	1	CB4854
II	12859618	MARINER2	intron	Y46G5A.29	NA	protein_coding	NA	GO:0005515,GO:0005509	2	CB4854,KR314
II	12870253	HAT1_CE	intron	Y46G5A.31	gsy-1	protein_coding	embryonic lethal,larval lethal	GO:0004373,GO:0005978,GO:0009792,GO:0002119,GO:0010171,GO:0040011,GO:0009792	1	MY16
II	12886773	Tc1	intron	F35C5.2	sra-14	protein_coding	NA	GO:0004930,GO:0007606,GO:0016021	1	CB4856
II	12953971	PALTA4_CE	intron	Y38F1A.1	NA	protein_coding	NA	NA	17	CB4855,CB4857,CB4858,CX11292,CX11314,ED3005,ED3011,JT11398,JU1213,JU1440,JU751,MY18,PB306,QG557,QX1212,QX1233,QX1793
II	12994158	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
II	13050245	WBT00000416	intron	F42G4.2	NA	protein_coding	NA	NA	1	DL238
II	13072464	Tc1	promoter	F42G4.5	NA	protein_coding	NA	NA	1	CB4851
II	13080880	Tc6	intron	Y81G3A.2	NA	protein_coding	NA	NA	1	KR314
II	13144444	HELITRONY2_CE	intron	F32A11.7	mltn-1	protein_coding	NA	NA	1	JU775
II	13173512	Tc1A	intergenic	NA	NA	NA	NA	NA	5	EG4725,JU2316,JU2519,JU775,NIC260
II	13184018	Tc3	promoter	W09H1.3	NA	protein_coding	NA	NA	1	QX1211
II	13247693	Tc3	three_prime_UTR	F15D4.5	NA	protein_coding	NA	NA	1	DL238
II	13252882	WBT00000598	intergenic	NA	NA	NA	NA	NA	4	JU2316,JU2519,JU775,NIC260
II	13292603	Tc1	intron	Y48C3A.5	NA	protein_coding	NA	NA	1	CB4851
II	13387162	PAL5A_CE	intron	Y48C3A.12	NA	protein_coding	NA	GO:0003700,GO:0006355	1	WN2001
II	13393058	PAL5A_CE	intron	Y48C3A.14	NA	protein_coding	NA	GO:0003677,GO:0003917,GO:0006265,GO:0003916	1	EG4349
II	13393134	PAL5A_CE	intron	Y48C3A.14	NA	protein_coding	NA	GO:0003677,GO:0003917,GO:0006265,GO:0003916	1	QX1211
II	13395827	Tc1	intron	Y48C3A.14	NA	protein_coding	NA	GO:0003677,GO:0003917,GO:0006265,GO:0003916	1	ECA252
II	13417451	MARINER4	intron	Y48E1C.1	NA	protein_coding	NA	NA	1	LKC34
II	13417471	CELE45	intron	Y48E1C.1	NA	protein_coding	NA	NA	1	LKC34
II	13422764	MIRAGE1	intron	Y48E1C.1	NA	protein_coding	NA	NA	1	JU1491
II	13441085	HELITRONY1A_CE	intron	Y48E1C.3	tbc-15	protein_coding	NA	GO:0005097,GO:0032313	1	JU775
II	13469543	Tc1	intron	E01G4.3	NA	protein_coding	NA	NA	1	QG536
II	13538873	PAL5A_CE	intron	Y48E1B.2	NA	protein_coding	NA	GO:0005525	1	QX1793
II	13559407	MARINCE1	intron	Y48E1B.3	NA	protein_coding	NA	GO:0003824	3	JU1088,MY23,NIC266
II	13600717	MARINER2	promoter	Y48E1B.13	csp-1	protein_coding	NA	GO:0004197,GO:0006508,GO:0008234,GO:0006915,GO:0006915	1	DL238
II	13625612	Tc1	CDS	F37B1.8	gst-19	protein_coding	slow growth	GO:0005515	1	CB4851
II	13644364	MIRAGE1	promoter	C31C9.4	fbxa-168	protein_coding	NA	GO:0005515	2	JU1246,JU1580
II	13663581	MIRAGE1	promoter	C31C9.6	NA	protein_coding	NA	NA	1	JU642
II	13705701	HAT1_CE	intron	Y54G9A.3	kqt-3	protein_coding	NA	GO:0005267,GO:0006813,GO:0007213,GO:0005249,GO:0016020,GO:0005216,GO:0006811,GO:0055085,GO:0008076	2	JU258,PB303
II	13760083	Tc4v	intron	R06B9.3	arrd-13	protein_coding	NA	GO:0007165	8	CB4854,CX11264,CX11314,CX11315,NIC166,NIC266,QX1233,QX1794
II	13835285	MARINER2	CDS	F08G2.6	ins-37	protein_coding	NA	GO:0005179,GO:0005576	2	DL238,QX1793
II	13840183	HAT1_CE	intron	F08G2.7	NA	protein_coding	NA	GO:0019915	1	CB4855
II	13902685	MARINER2	promoter	W02B8.1	NA	protein_coding	NA	NA	1	CB4854
II	13918004	Tc1	intron	W02B8.3	mltn-3	protein_coding	sterile,embryonic lethal	GO:0009792,GO:0040011,GO:0000003	6	DL238,LKC34,MY23,PS2025,QG556,QG557
II	13927900	MARINER2	intron	W02B8.6	mltn-5	protein_coding	sterile,embryonic lethal	GO:0009792,GO:0040011,GO:0000003	1	JU360
II	13958793	Tc1	promoter	W07G1.3	zip-3	protein_coding	NA	GO:0003700,GO:0006355,GO:0043565	1	CB4856
II	13960499	MIRAGE1	intron	W07G1.5	NA	protein_coding	NA	GO:0035556,GO:0008340	1	JU311
II	13992058	MARINER2	promoter	Y39G8B.5	NA	protein_coding	NA	GO:0004672,GO:0005524,GO:0006468,GO:0016772	2	JU1400,JU360
II	14016725	Tc1	intron	F01D5.9	cyp-37A1	protein_coding	NA	GO:0005506,GO:0016705,GO:0020037,GO:0055114	1	CB4851
II	14038983	MARINER2	promoter	W01G7.1	daf-5	protein_coding	NA	GO:0000122,GO:0046332	2	JU1400,JU360
II	14072253	WBT00000046	intron	Y39G8C.1	xrn-1	protein_coding	lethal,late larval lethal,larval arrest,embryonic lethal	GO:0003676,GO:0004527,GO:0000956,GO:0008409,GO:0009792,GO:0009792,GO:0009792,GO:0002119,GO:0009792,GO:0016246,GO:0016246,GO:0009792	1	CX11285
II	14127333	Tc4v	promoter	K09E4.3	NA	protein_coding	NA	NA	1	ECA36
II	14201192	Tc4v	intron	Y48B6A.7	ace-4	protein_coding	sterile	GO:0004104,GO:0000003	2	EG4724,NIC166
II	14205965	MARINER2	intron	Y48B6A.8	ace-3	protein_coding	NA	GO:0001507,GO:0002119,GO:0003990,GO:0006581,GO:0035188,GO:0043058,GO:0046983,GO:0050879,GO:0004104	1	EG4724
II	14291347	HAT1_CE	promoter	Y54G11A.4	NA	protein_coding	embryonic lethal	GO:0005515	8	CB4856,CX11264,CX11314,CX11315,PS2025,QX1211,QX1233,QX1794
II	14352050	WBT00000416	intron	R06A4.8	agl-1	protein_coding	embryonic lethal	GO:0004134,GO:0004135,GO:0005978,GO:0003824,GO:0005980,GO:0005975,GO:0009792	1	LKC34
II	14564451	WBT00000416	promoter	C01G12.12	NA	pseudogene	NA	NA	1	QX1793
II	14645361	Tc4v	promoter	C38C6.2	atgp-2	protein_coding	NA	GO:0003333,GO:0005886,GO:1990184,GO:0003824,GO:0005975,GO:0043169	2	ECA36,QX1211
II	14683586	Tc1	intron	ZC101.1	NA	protein_coding	NA	GO:0005515	2	PS2025,QG556
II	14781379	WBT00000074	intron	Y54E2A.8	NA	protein_coding	NA	NA	7	CX11264,CX11314,CX11315,PS2025,QX1233,QX1792,QX1794
II	14854424	Tc1	promoter	R05H10.7	NA	protein_coding	NA	NA	2	CB4854,CB4856
II	15049347	LTRCER1	intergenic	NA	NA	NA	NA	NA	1	JU2526
II	15102961	CELE1	intron	Y53F4B.21	NA	protein_coding	NA	NA	2	QX1211,QX1212
II	15226384	LTRCER1	CDS	Y46E12BL.4	spsb-1	protein_coding	NA	GO:0035556,GO:0005515	1	ED3040
III	27248	NTc2A	intergenic	NA	NA	NA	NA	NA	3	JU1088,QG536,RC301
III	36352	PAL8D_CE	intron	W05G11.4	NA	protein_coding	lethal	GO:0004198,GO:0005622,GO:0006508	2	JU1088,RC301
III	38337	IR1_CE	intron	W05G11.4	NA	protein_coding	lethal	GO:0004198,GO:0005622,GO:0006508	11	CB4856,ECA36,JU1400,JU2316,JU2464,MY10,MY1,NIC251,NIC260,QW947,QX1211
III	90164	MARINCE1	intron	C29F9.7	pat-4	protein_coding	sterile,paralyzed arrested elongation two fold,maternal sterile,larval lethal,embryonic lethal,larval arrest	GO:0004674,GO:0005178,GO:0005912,GO:0006468,GO:0007229,GO:0008305,GO:0009790,GO:0030239,GO:0031430,GO:0055120,GO:0004672,GO:0005515,GO:0016772,GO:0009966,GO:0009792,GO:0009792,GO:0002119,GO:0040011,GO:0040011,GO:0000003,GO:0061199,GO:0009792,GO:0002119,GO:0002119,GO:0010171,GO:0002119,GO:0040011,GO:0000003,GO:0008340,GO:0008340,GO:0008340,GO:0006898,GO:0009792,GO:0040011,GO:0008340,GO:0071688,GO:0000003,GO:0030163	1	CB4856
III	157311	HELITRONY1A_CE	intron	T17A3.1	ver-1	protein_coding	NA	GO:0045138,GO:0004672,GO:0006468,GO:0016772,GO:0005003,GO:0005524,GO:0005887,GO:0007169	1	RC301
III	162830	HAT1_CE	intron	T17A3.1	ver-1	protein_coding	NA	GO:0045138,GO:0004672,GO:0006468,GO:0016772,GO:0005003,GO:0005524,GO:0005887,GO:0007169	1	MY1
III	166333	Tc5	intergenic	NA	NA	NA	NA	NA	1	CB4856
III	170177	IR1_CE	promoter	F40G9.18	NA	protein_coding	NA	NA	5	JU1400,MY10,MY1,NIC1,QX1211
III	173569	Tc1	promoter	F40G9.19	NA	protein_coding	NA	GO:0005515,GO:0008270	6	JU1400,MY10,NIC1,NIC251,NIC260,NIC265
III	174722	Tc5	intron	F40G9.10	clec-148	protein_coding	NA	GO:0030246	4	EG4725,GXW1,QG536,RC301
III	175090	Tc5	intron	F40G9.10	clec-148	protein_coding	NA	GO:0030246	1	JU1088
III	184916	Tc6	promoter	F40G9.4	btb-1	protein_coding	NA	GO:0005515	2	MY1,QX1211
III	217793	Tc5	intergenic	NA	NA	NA	NA	NA	1	CB4856
III	247129	MARINER2	gene	Y50D7A.17	NA	other	maternal sterile	GO:0000003	1	ED3073
III	247129	MARINER2	intron	Y50D7A.4	hpo-29	protein_coding	embryonic lethal,maternal sterile	GO:0005515,GO:0000003,GO:0009792	1	ED3073
III	294935	Tc5	intron	Y50D7A.1	NA	protein_coding	NA	GO:0005515	1	CX11276
III	294935	Tc5	promoter	Y50D7A.13	NA	protein_coding	NA	GO:0008237	1	CX11276
III	311031	Tc5	intron	Y50D7A.1	NA	protein_coding	NA	GO:0005515	1	QX1211
III	317505	LTRCER1	intron	Y50D7A.10	NA	protein_coding	NA	GO:0003779,GO:0005622	1	QG557
III	343820	Chapaev-1_CE	promoter	Y50D7A.8	NA	protein_coding	NA	NA	1	NIC207
III	353328	Tc1	intergenic	NA	NA	NA	NA	NA	4	JU2464,MY1,QX1211,QX1794
III	409618	Tc5	intron	Y55B1BM.1	stim-1	protein_coding	sick,maternal sterile	GO:0000003,GO:0002115,GO:0005246,GO:0005509,GO:0005737,GO:0005886,GO:0030425,GO:0030728,GO:0043025,GO:0043229,GO:0045987,GO:1901076,GO:1901341,GO:0005515,GO:0040002,GO:0000003,GO:0006898,GO:0043652,GO:0043652	5	GXW1,JU1088,PB303,QG536,RC301
III	422972	HELITRONY4_CE	intergenic	NA	NA	NA	NA	NA	1	JU1088
III	432065	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
III	444240	Tc5	intergenic	NA	NA	NA	NA	NA	1	GXW1
III	468056	PAL5A_CE	intron	Y55B1BR.4	magu-1	protein_coding	NA	GO:0005515	1	JU1088
III	527405	Tc1A	promoter	T22F7.4	NA	protein_coding	NA	NA	5	CX11276,JU2464,MY1,QX1211,QX1794
III	582218	LTRCER1	intron	Y55B1AL.3	helq-1	protein_coding	NA	GO:0000712,GO:0017116,GO:0051117,GO:0003676,GO:0005524	1	MY10
III	612386	Tc1	intron	T19C3.3	NA	protein_coding	NA	NA	1	CB4851
III	648901	WBT00000074	intron	C09F5.2	orai-1	protein_coding	sterile,maternal sterile	GO:0002115,GO:0015279,GO:0016323,GO:0016324,GO:0030728,GO:0045087,GO:0000003,GO:0000003,GO:0006915,GO:0000003	18	BRC20067,CB4852,CB4856,DL200,ED3017,ED3052,ED3073,ED3077,JU1395,JU1530,JU1652,JU2513,JU310,JU323,NIC207,NIC2,NIC3,QX1791
III	706008	Tc1	intron	C24A1.2	elf-1	protein_coding	NA	GO:0003700,GO:0006355,GO:0043565	1	CB4851
III	752235	Tc1A	intron	T17H7.4	pat-12	protein_coding	larval arrest,embryonic lethal,larval lethal,slow growth	GO:0030056,GO:0031581,GO:0048598,GO:0009792,GO:0009792,GO:0009792,GO:0002119,GO:0002119,GO:0009792,GO:0009792,GO:0009792,GO:0018996,GO:0009792	62	AB1,CB4853,CB4855,CB4857,CB4858,CX11262,CX11264,CX11271,CX11285,CX11292,CX11314,CX11315,DL226,DL238,ED3005,ED3011,ED3040,ED3046,ED3048,ED3049,EG4349,EG4946,JU1242,JU1409,JU1440,JU1580,JU2007,JU2519,JU2522,JU360,JU393,JU642,JU751,JU774,JU775,JU778,JU782,JU830,KR314,LKC34,MY23,NIC199,NIC231,NIC236,NIC242,NIC252,NIC255,NIC256,NIC258,NIC261,NIC262,NIC267,NIC268,NIC269,NIC272,NIC277,PB306,PS2025,QX1212,QX1792,QX1793,WN2001
III	753025	HAT1_CE	promoter	T17H7.4	pat-12	protein_coding	larval arrest,embryonic lethal,larval lethal,slow growth	GO:0030056,GO:0031581,GO:0048598,GO:0009792,GO:0009792,GO:0009792,GO:0002119,GO:0002119,GO:0009792,GO:0009792,GO:0009792,GO:0018996,GO:0009792	3	ED3017,JU323,QG536
III	753228	HAT1_CE	promoter	T17H7.4	pat-12	protein_coding	larval arrest,embryonic lethal,larval lethal,slow growth	GO:0030056,GO:0031581,GO:0048598,GO:0009792,GO:0009792,GO:0009792,GO:0002119,GO:0002119,GO:0009792,GO:0009792,GO:0009792,GO:0018996,GO:0009792	1	GXW1
III	790278	MARINER2	intron	F42G9.7	snt-2	protein_coding	pleiotropic defects severe early emb,embryonic lethal,maternal sterile	GO:0031045,GO:0005515,GO:0005215,GO:0006810,GO:0008021,GO:0016020,GO:0009792,GO:0010171,GO:0000003	7	JU1400,JU2001,JU2316,JU2526,JU792,NIC251,NIC260
III	819850	PAL8D_CE	intron	B0412.1	dac-1	protein_coding	NA	GO:0005634	13	CX11292,ED3011,ED3048,ED3073,EG4946,JU2513,JU2519,JU830,NIC267,NIC272,NIC275,NIC276,QX1791
III	831797	MARINER2	CDS	K02F3.6	ceeh-1	protein_coding	NA	GO:0004301,GO:0044255,GO:0003824	1	NIC3
III	892340	PAL9A_CE	intron	T24C4.7	ztf-18	protein_coding	embryonic lethal	GO:0003676,GO:0009792	5	DL238,JU1400,JU2316,JU2526,NIC260
III	898088	PALTA3_CE	intron	F23H11.2	NA	protein_coding	sterile,sterile progeny,maternal sterile	GO:0040018,GO:0000003,GO:0000003,GO:0000003,GO:0000003,GO:0006898,GO:0000003	9	AB1,CB4853,CB4858,CX11264,ED3046,EG4349,JU782,QX1212,WN2001
III	941952	Tc1	intron	T12B5.8	fbxa-59	protein_coding	NA	GO:0045087,GO:0005515,GO:0019915	1	CB4851
III	941952	Tc1	exon	T12B5.9	NA	pseudogene	NA	NA	1	CB4851
III	959701	Tc2	intergenic	NA	NA	NA	NA	NA	1	QX1791
III	970723	LINE2D	CDS	R06B10.1	NA	protein_coding	NA	GO:0004725,GO:0006470	12	CX11307,EG4725,GXW1,JU1088,JU258,MY10,NIC1,NIC275,PB303,QG536,RC301,WN2002
III	973946	DNA-3-1_CE	intron	R06B10.2	NA	protein_coding	NA	GO:0004725,GO:0006470	1	JU1088
III	976268	MARINCE1	intron	R06B10.2	NA	protein_coding	NA	GO:0004725,GO:0006470	1	CX11276
III	976268	MARINCE1	promoter	R06B10.5	tbc-10	protein_coding	NA	GO:0005097,GO:0032313	1	CX11276
III	978642	PALTA4_CE	intron	R06B10.2	NA	protein_coding	NA	GO:0004725,GO:0006470	1	JU1400
III	978642	PALTA4_CE	intron	R06B10.5	tbc-10	protein_coding	NA	GO:0005097,GO:0032313	1	JU1400
III	979017	NPALTA1_CE	intron	R06B10.2	NA	protein_coding	NA	GO:0004725,GO:0006470	14	CB4853,CB4858,CX11264,CX11271,CX11285,CX11292,ED3040,EG4946,JU1580,JU2001,JU2007,JU360,JU782,QX1793
III	979017	NPALTA1_CE	intron	R06B10.5	tbc-10	protein_coding	NA	GO:0005097,GO:0032313	14	CB4853,CB4858,CX11264,CX11271,CX11285,CX11292,ED3040,EG4946,JU1580,JU2001,JU2007,JU360,JU782,QX1793
III	979202	NPALTA1_CE	intron	R06B10.2	NA	protein_coding	NA	GO:0004725,GO:0006470	3	ED3046,LKC34,QX1212
III	979202	NPALTA1_CE	intron	R06B10.5	tbc-10	protein_coding	NA	GO:0005097,GO:0032313	3	ED3046,LKC34,QX1212
III	1152647	Tc2	intron	Y71D11A.1	cdh-12	protein_coding	NA	GO:0005509,GO:0007156,GO:0016020,GO:0008340	46	AB1,CB4853,CB4855,CB4857,CB4858,CX11254,CX11264,CX11271,CX11285,CX11292,CX11315,ED3040,ED3046,ED3049,EG4349,EG4946,JU1172,JU1409,JU1580,JU2001,JU2007,JU2522,JU360,JU642,JU774,JU775,JU782,LKC34,MY23,NIC242,NIC252,NIC256,NIC261,NIC266,NIC268,NIC269,NIC272,NIC277,PB306,PS2025,QG2075,QX1212,QX1233,QX1792,QX1793,WN2001
III	1160970	Tc4v	intron	Y71D11A.1	cdh-12	protein_coding	NA	GO:0005509,GO:0007156,GO:0016020,GO:0008340	1	RC301
III	1161886	MARINER2	intron	Y71D11A.1	cdh-12	protein_coding	NA	GO:0005509,GO:0007156,GO:0016020,GO:0008340	1	JU1400
III	1237145	MARINER2	intergenic	NA	NA	NA	NA	NA	51	AB1,CB4853,CB4857,CB4858,CX11254,CX11264,CX11271,CX11285,CX11292,CX11315,DL226,ED3005,ED3011,ED3040,ED3046,ED3048,ED3049,EG4724,EG4946,JU1172,JU1242,JU1409,JU1440,JU1580,JU2001,JU2007,JU2513,JU258,JU360,JU393,JU406,JU642,JU751,JU774,JU775,JU778,JU782,KR314,LKC34,MY23,NIC199,NIC231,NIC236,NIC267,NIC272,PS2025,QG556,QG557,QX1212,QX1233,WN2001
III	1267928	MARINER2	intron	ZC47.6	fbxa-32	protein_coding	NA	GO:0005515	2	JU1088,QG536
III	1273435	NTc2A	intron	ZC47.3	fbxa-29	protein_coding	NA	GO:0005515	1	QX1793
