chromosome	clone	start	end	strain
III	WRMHS24A24	8980626	9021092	CB4856
III	WRMHS12B10	8981866	9013655	CB4856
III	WRMHS12D08	8981866	9013636	CB4856
III	WRMHS14H06	8982277	9020678	CB4856
III	WRMHS17I09	8994463	9025059	CB4856
III	WRMHS9C04	8995493	9032180	CB4856
III	WRMHS34G01	8996295	9036522	CB4856
III	WRMHS7J23	9000941	9035276	CB4856
III	WRMHS4L11	9020284	9059582	CB4856
III	WRMHS31N07	9023739	9061156	CB4856
III	WRMHS29M14	9040732	9069600	CB4856
III	WRMHS38M18	9051622	9094056	CB4856
III	WRMHS15M23	9051813	9089526	CB4856
III	WRMHS36G06	9052506	9088488	CB4856
III	WRMHS9M04	9053374	9081714	CB4856
III	WRMHS1J22	9054867	9093030	CB4856
III	WRMHS12B20	9062830	9099601	CB4856
III	WRMHS29B12	9067155	9100888	CB4856
III	WRMHS39B18	9072138	9105483	CB4856
III	WRMHS34F17	9076017	9109131	CB4856
III	WRMHS24C06	9077242	9115751	CB4856
III	WRMHS13H21	9087181	9127987	CB4856
III	WRMHS34E18	9096110	9130467	CB4856
III	WRMHS25A16	9096620	9128647	CB4856
III	WRMHS7B05	9101255	9132252	CB4856
III	WRMHS36L21	9102131	9130784	CB4856
III	WRMHS25M02	9103656	9137431	CB4856
III	WRMHS9H07	9105893	9130703	CB4856
III	WRMHS22A20	9106606	9139924	CB4856
III	WRMHS20M03	9108239	9153512	CB4856
III	WRMHS21L02	9112728	9145504	CB4856
III	WRMHS31I21	9117664	9154161	CB4856
III	WRMHS2A16	9117725	9149496	CB4856
III	WRMHS4I09	9118663	9149604	CB4856
III	WRMHS20C11	9122455	9160359	CB4856
III	WRMHS36J14	9122854	9152285	CB4856
III	WRMHS26H10	9128270	9164801	CB4856
III	WRMHS15H15	9128674	9166427	CB4856
III	WRMHS4M16	9132845	9166139	CB4856
III	WRMHS31K06	9148752	9179240	CB4856
III	WRMHS40P05	9152067	9192045	CB4856
III	WRMHS12G12	9157367	9191390	CB4856
III	WRMHS7P23	9164798	9197043	CB4856
III	WRMHS19J20	9167557	9205064	CB4856
III	WRMHS16L12	9170375	9200525	CB4856
III	WRMHS1E11	9171838	9202780	CB4856
III	WRMHS40G11	9174050	9206477	CB4856
III	WRMHS2G21	9175301	9212260	CB4856
III	WRMHS14J14	9177120	9215272	CB4856
III	WRMHS8D14	9180746	9215962	CB4856
III	WRMHS5E01	9187676	9222575	CB4856
III	WRMHS5I18	9188330	9218806	CB4856
III	WRMHS14P16	9190446	9224132	CB4856
III	WRMHS15F04	9193348	9227673	CB4856
III	WRMHS29A02	9206417	9240872	CB4856
III	WRMHS39F08	9230410	9270820	CB4856
III	WRMHS13L02	9231548	9269912	CB4856
III	WRMHS27H20	9237595	9269785	CB4856
III	WRMHS23I11	9240838	9275047	CB4856
III	WRMHS11E11	9249276	9283648	CB4856
III	WRMHS21I21	9259079	9291593	CB4856
III	WRMHS15H03	9261147	9298215	CB4856
III	WRMHS16A04	9273898	9306798	CB4856
III	WRMHS34L05	9278353	9316677	CB4856
III	WRMHS14L08	9280470	9309770	CB4856
III	WRMHS19H09	9283325	9318856	CB4856
III	WRMHS40N16	9293019	9325610	CB4856
III	WRMHS6N04	9299318	9331682	CB4856
III	WRMHS9O04	9309669	9340162	CB4856
III	WRMHS32B15	9309736	9343635	CB4856
III	WRMHS10P14	9319690	9353764	CB4856
III	WRMHS3G18	9322557	9353834	CB4856
III	WRMHS14H02	9324680	9355476	CB4856
III	WRMHS7D10	9325487	9358845	CB4856
III	WRMHS11G12	9325596	9360397	CB4856
III	WRMHS17I02	9327030	9359816	CB4856
III	WRMHS25A09	9336612	9373962	CB4856
III	WRMHS9M18	9346382	9387283	CB4856
III	WRMHS2I03	9359973	9391843	CB4856
III	WRMHS4J14	9363704	9394964	CB4856
III	WRMHS7M02	9375631	9408351	CB4856
III	WRMHS4D15	9383097	9415593	CB4856
III	WRMHS38G04	9391189	9423149	CB4856
III	WRMHS17H09	9393297	9426940	CB4856
III	WRMHS11N16	9394039	9428122	CB4856
III	WRMHS16M22	9394655	9425868	CB4856
III	WRMHS23J08	9402670	9437538	CB4856
III	WRMHS40J04	9421550	9462498	CB4856
III	WRMHS36N05	9428916	9470911	CB4856
III	WRMHS33I11	9435838	9468980	CB4856
III	WRMHS22C08	9442493	9477918	CB4856
III	WRMHS10O22	9454640	9486940	CB4856
III	WRMHS39J20	9455741	9492287	CB4856
III	WRMHS38I16	9457780	9491867	CB4856
III	WRMHS2N18	9457910	9493194	CB4856
III	WRMHS1K02	9480065	9511114	CB4856
III	WRMHS11F09	9487994	9525132	CB4856
III	WRMHS19O18	9490702	9526945	CB4856
III	WRMHS19L24	9494186	9524425	CB4856
III	WRMHS13I08	9499054	9537127	CB4856
III	WRMHS16N24	9503619	9538809	CB4856
III	WRMHS9I24	9513351	9549012	CB4856
III	WRMHS32I24	9513486	9556731	CB4856
III	WRMHS36A02	9513696	9552660	CB4856
III	WRMHS1B18	9517615	9549295	CB4856
III	WRMHS5H13	9524220	9558787	CB4856
III	WRMHS38P20	9528489	9562212	CB4856
III	WRMHS6E12	9528846	9561032	CB4856
III	WRMHS38M17	9548999	9589046	CB4856
III	WRMHS9P16	9562990	9596883	CB4856
III	WRMHS16K11	9563111	9595384	CB4856
III	WRMHS5K11	9563168	9595234	CB4856
III	WRMHS39H10	9571541	9608659	CB4856
III	WRMHS20G02	9575493	9606680	CB4856
III	WRMHS31B02	9582167	9617571	CB4856
III	WRMHS30O16	9598613	9636220	CB4856
III	WRMHS12I06	9612620	9638299	CB4856
III	WRMHS34L02	9628732	9665085	CB4856
III	WRMHS35L14	9633571	9670781	CB4856
III	WRMHS8H09	9637040	9668521	CB4856
III	WRMHS22D16	9645181	9683261	CB4856
III	WRMHS37M24	9645357	9683461	CB4856
III	WRMHS6O18	9661295	9694923	CB4856
III	WRMHS22I01	9669996	9708762	CB4856
III	WRMHS22N01	9674689	9711313	CB4856
III	WRMHS33H17	9680383	9716617	CB4856
III	WRMHS23A12	9681511	9716725	CB4856
III	WRMHS8N22	9683067	9713381	CB4856
III	WRMHS36H14	9684853	9723823	CB4856
III	WRMHS34B22	9687162	9727609	CB4856
III	WRMHS24M17	9693959	9730767	CB4856
III	WRMHS15I17	9697757	9722594	CB4856
III	WRMHS13P24	9699468	9734281	CB4856
III	WRMHS6I22	9705408	9735303	CB4856
III	WRMHS7M07	9710016	9750571	CB4856
III	WRMHS19J08	9720229	9757245	CB4856
III	WRMHS37B08	9735231	9766430	CB4856
III	WRMHS11M13	9737361	9772831	CB4856
III	WRMHS20H03	9737939	9773069	CB4856
III	WRMHS17B10	9742564	9782056	CB4856
III	WRMHS3B16	9744388	9776969	CB4856
III	WRMHS6P14	9744474	9777463	CB4856
III	WRMHS5D18	9745596	9779999	CB4856
III	WRMHS29J22	9749087	9781686	CB4856
III	WRMHS24N02	9751550	9789824	CB4856
III	WRMHS10L20	9751794	9785435	CB4856
III	WRMHS3A16	9754931	9788579	CB4856
III	WRMHS32H24	9755074	9787907	CB4856
III	WRMHS35K02	9755074	9787907	CB4856
III	WRMHS1N11	9758155	9788463	CB4856
III	WRMHS35M17	9761117	9796331	CB4856
III	WRMHS25L07	9761669	9792534	CB4856
III	WRMHS10D16	9771309	9802238	CB4856
III	WRMHS38D02	9780945	9819843	CB4856
III	WRMHS20I07	9795617	9827010	CB4856
III	WRMHS3O17	9798133	9827848	CB4856
III	WRMHS14F03	9801580	9832826	CB4856
III	WRMHS3H16	9803728	9840647	CB4856
III	WRMHS19O22	9807036	9840763	CB4856
III	WRMHS32P08	9814941	9851769	CB4856
III	WRMHS16K20	9817314	9857559	CB4856
III	WRMHS15P21	9817331	9857464	CB4856
III	WRMHS15I20	9823844	9856399	CB4856
III	WRMHS22F04	9824844	9859268	CB4856
III	WRMHS18B13	9824867	9869657	CB4856
III	WRMHS4J21	9836719	9868381	CB4856
III	WRMHS21I15	9842721	9876320	CB4856
III	WRMHS3A24	9849530	9885139	CB4856
III	WRMHS8I07	9873909	9906808	CB4856
III	WRMHS7M08	9879023	9909690	CB4856
III	WRMHS17F01	9879738	9917832	CB4856
III	WRMHS39F23	9879985	9916545	CB4856
III	WRMHS10L09	9892368	9924445	CB4856
III	WRMHS30P19	9901233	9938238	CB4856
III	WRMHS13E24	9912544	9949045	CB4856
III	WRMHS24D03	9919676	9954652	CB4856
III	WRMHS5G15	9923302	9953972	CB4856
III	WRMHS17O11	9923788	9966640	CB4856
III	WRMHS13J17	9923797	9953858	CB4856
III	WRMHS22O11	9924662	9958314	CB4856
III	WRMHS9D13	9931883	9962021	CB4856
III	WRMHS2A17	9932549	9967515	CB4856
III	WRMHS40P21	9933246	9971757	CB4856
III	WRMHS14M15	9940443	9981708	CB4856
III	WRMHS35L07	9948810	9987125	CB4856
III	WRMHS33G17	9953039	9990422	CB4856
III	WRMHS26G17	9953108	9985489	CB4856
III	WRMHS2C02	9976115	10016096	CB4856
III	WRMHS36D04	9978905	10010208	CB4856
III	WRMHS22K04	9979855	10014394	CB4856
III	WRMHS24J08	9985246	10018820	CB4856
III	WRMHS33C06	9985780	10017255	CB4856
III	WRMHS27H05	9989338	10025316	CB4856
III	WRMHS33I13	10000320	10038094	CB4856
III	WRMHS20K05	10002408	10037903	CB4856
III	WRMHS31D22	10012573	10049441	CB4856
III	WRMHS38L12	10032755	10065590	CB4856
III	WRMHS6M12	10044043	10080747	CB4856
III	WRMHS13B08	10046073	10077617	CB4856
III	WRMHS30F15	10048661	10084230	CB4856
III	WRMHS25E04	10049403	10083464	CB4856
III	WRMHS39J18	10055768	10095089	CB4856
III	WRMHS10A24	10057095	10094282	CB4856
III	WRMHS15M20	10064115	10095928	CB4856
III	WRMHS5C16	10065010	10096702	CB4856
III	WRMHS34B12	10070821	10101774	CB4856
III	WRMHS4D06	10074283	10108577	CB4856
III	WRMHS36L12	10082689	10115654	CB4856
III	WRMHS28K15	10083576	10116248	CB4856
III	WRMHS22C23	10085923	10119034	CB4856
III	WRMHS9K20	10087934	10117873	CB4856
III	WRMHS7I18	10089547	10126502	CB4856
III	WRMHS19D23	10115929	10150148	CB4856
III	WRMHS19O06	10125868	10164045	CB4856
III	WRMHS12I07	10134129	10170669	CB4856
III	WRMHS7K04	10144156	10175660	CB4856
III	WRMHS40L10	10159631	10197822	CB4856
III	WRMHS9L06	10176597	10210292	CB4856
III	WRMHS23E21	10185298	10217633	CB4856
III	WRMHS11A12	10271693	10313471	CB4856
III	WRMHS28I21	10273642	10301667	CB4856
III	WRMHS28N24	10274457	10310539	CB4856
III	WRMHS20P17	10277979	10311936	CB4856
III	WRMHS24P13	10298393	10337975	CB4856
III	WRMHS33H06	10301795	10328956	CB4856
III	WRMHS9B21	10304812	10342787	CB4856
III	WRMHS11F17	10311794	10343345	CB4856
III	WRMHS12G15	10320679	10352684	CB4856
III	WRMHS3N16	10321732	10358170	CB4856
III	WRMHS17P07	10325972	10356888	CB4856
III	WRMHS12O24	10341075	10373456	CB4856
III	WRMHS18N19	10341958	10375772	CB4856
III	WRMHS16C15	10348385	10386619	CB4856
III	WRMHS28F24	10351351	10382754	CB4856
III	WRMHS37G20	10356871	10398237	CB4856
III	WRMHS20P05	10359133	10394012	CB4856
III	WRMHS36J21	10380283	10417225	CB4856
III	WRMHS35B15	10380570	10416399	CB4856
III	WRMHS14H14	10387409	10423695	CB4856
III	WRMHS11M14	10396904	10430163	CB4856
III	WRMHS24F18	10417301	10452912	CB4856
III	WRMHS32E08	10421263	10459865	CB4856
III	WRMHS23G06	10428079	10463241	CB4856
III	WRMHS11D23	10433535	10463006	CB4856
III	WRMHS20G23	10436652	10473252	CB4856
III	WRMHS14K10	10441447	10479564	CB4856
III	WRMHS13P14	10452722	10487798	CB4856
III	WRMHS11B24	10453864	10489281	CB4856
III	WRMHS7N22	10456582	10486551	CB4856
III	WRMHS13L08	10463222	10496501	CB4856
III	WRMHS7I14	10463300	10495310	CB4856
III	WRMHS39G19	10479044	10518046	CB4856
III	WRMHS15E07	10493315	10519951	CB4856
III	WRMHS20O14	10497154	10526441	CB4856
III	WRMHS23D20	10506247	10542188	CB4856
III	WRMHS16K13	10514781	10541309	CB4856
III	WRMHS15G02	10514939	10554306	CB4856
III	WRMHS5B07	10516586	10543152	CB4856
III	WRMHS13B03	10530831	10568979	CB4856
III	WRMHS33J08	10545297	10582144	CB4856
III	WRMHS24G21	10603967	10638192	CB4856
III	WRMHS24J06	10649592	10682498	CB4856
III	WRMHS22O22	10657188	10691069	CB4856
III	WRMHS35P15	10659766	10698334	CB4856
III	WRMHS10F04	10681602	10714699	CB4856
III	WRMHS9I09	10712713	10743752	CB4856
III	WRMHS17C14	10720589	10752551	CB4856
III	WRMHS8G10	10722028	10751976	CB4856
III	WRMHS22N09	10723300	10760973	CB4856
III	WRMHS5K21	10724349	10748990	CB4856
III	WRMHS37J12	10732582	10758969	CB4856
III	WRMHS25O21	10736593	10765588	CB4856
III	WRMHS38C02	10773534	10803565	CB4856
III	WRMHS32J22	10776074	10814074	CB4856
III	WRMHS37F13	10776321	10817648	CB4856
III	WRMHS23I14	10786969	10828089	CB4856
III	WRMHS21I02	10844893	10879601	CB4856
III	WRMHS9E09	10852059	10886741	CB4856
III	WRMHS8L04	10870193	10913943	CB4856
III	WRMHS25O09	10888412	10923779	CB4856
III	WRMHS35D02	10910901	10945281	CB4856
III	WRMHS28B12	10926280	10965332	CB4856
III	WRMHS40G04	10935920	10976799	CB4856
III	WRMHS15P05	10945700	10980098	CB4856
III	WRMHS19F12	10957024	10986104	CB4856
III	WRMHS38I12	10957719	10992789	CB4856
III	WRMHS29D14	10958070	10994278	CB4856
III	WRMHS38M04	10961791	10987441	CB4856
III	WRMHS19M08	10970616	11003306	CB4856
III	WRMHS18H11	10999042	11034854	CB4856
III	WRMHS36G22	11001173	11034546	CB4856
III	WRMHS30O09	11003815	11038456	CB4856
III	WRMHS36K14	11048076	11082295	CB4856
III	WRMHS13N11	11049453	11084856	CB4856
III	WRMHS27C05	11050952	11088387	CB4856
III	WRMHS40F09	11052425	11090618	CB4856
III	WRMHS15D16	11071899	11109123	CB4856
III	WRMHS36G14	11079986	11112980	CB4856
III	WRMHS33M02	11082850	11117913	CB4856
III	WRMHS12O21	11094979	11126381	CB4856
III	WRMHS4B09	11186263	11224749	CB4856
III	WRMHS40M11	11193129	11231425	CB4856
III	WRMHS13B04	11197122	11228088	CB4856
III	WRMHS19M15	11208214	11243226	CB4856
III	WRMHS6O10	11208401	11235901	CB4856
III	WRMHS18L04	11218176	11256158	CB4856
III	WRMHS25F09	11234950	11269703	CB4856
III	WRMHS18I11	11341300	11381359	CB4856
III	WRMHS29J06	11358967	11392688	CB4856
III	WRMHS37F07	11360386	11403482	CB4856
III	WRMHS3B05	11363634	11397337	CB4856
III	WRMHS8M03	11371152	11403950	CB4856
III	WRMHS13H15	11377826	11413278	CB4856
III	WRMHS23K16	11378942	11421154	CB4856
III	WRMHS20D15	11383213	11416942	CB4856
III	WRMHS38K18	11384747	11421501	CB4856
III	WRMHS29F18	11403835	11440468	CB4856
III	WRMHS38K17	11417439	11457820	CB4856
III	WRMHS11G05	11417667	11456583	CB4856
III	WRMHS15H18	11418047	11450553	CB4856
III	WRMHS1E08	11424941	11463946	CB4856
III	WRMHS33B04	11449041	11481609	CB4856
III	WRMHS10A08	11532700	11565062	CB4856
III	WRMHS8H02	11590161	11632485	CB4856
III	WRMHS5N06	11621976	11656478	CB4856
III	WRMHS2C03	11688682	11726443	CB4856
III	WRMHS14A24	11767955	11812859	CB4856
III	WRMHS13F02	11779793	11812576	CB4856
III	WRMHS36A08	11793134	11816105	CB4856
III	WRMHS24E21	11862037	11890471	CB4856
III	WRMHS32G16	11885077	11922741	CB4856
III	WRMHS17M21	11885543	11916002	CB4856
III	WRMHS24O16	11886050	11919716	CB4856
III	WRMHS31C06	11897186	11933284	CB4856
III	WRMHS34A08	12068774	12101893	CB4856
III	WRMHS34C03	12068774	12101893	CB4856
III	WRMHS6O14	12089584	12117202	CB4856
III	WRMHS18G23	12096635	12137436	CB4856
III	WRMHS23G09	12109429	12149141	CB4856
III	WRMHS4I10	12164747	12200336	CB4856
III	WRMHS31P12	12176245	12216187	CB4856
III	WRMHS22C03	12189610	12232528	CB4856
III	WRMHS19H11	12212555	12243660	CB4856
III	WRMHS12L11	12264715	12294814	CB4856
III	WRMHS40H01	12325020	12350611	CB4856
III	WRMHS21N01	12340671	12366844	CB4856
III	WRMHS20D10	12350383	12374591	CB4856
III	WRMHS20H08	12350788	12369613	CB4856
III	WRMHS13D08	12433519	12468443	CB4856
III	WRMHS32G04	12555128	12582184	CB4856
III	WRMHS7D17	12634551	12668645	CB4856
III	WRMHS35N03	12745982	12761312	CB4856
III	WRMHS39J07	12752045	12776016	CB4856
III	WRMHS19L13	12783918	12815156	CB4856
III	WRMHS18L02	12823351	12860069	CB4856
III	WRMHS33N15	12830130	12865054	CB4856
III	WRMHS35D03	12832618	12868681	CB4856
III	WRMHS32H19	12844603	12882763	CB4856
III	WRMHS35D24	12944647	12983231	CB4856
III	WRMHS21E08	12950094	12984359	CB4856
III	WRMHS34O19	12954579	12992348	CB4856
III	WRMHS30B11	12955477	12987189	CB4856
III	WRMHS13H16	12959806	13000817	CB4856
III	WRMHS24K06	12961904	12995168	CB4856
III	WRMHS20P11	12962602	12993536	CB4856
III	WRMHS40C11	12996340	13025881	CB4856
III	WRMHS3B10	13004882	13035849	CB4856
III	WRMHS9A10	13005064	13034389	CB4856
III	WRMHS34J16	13006146	13036440	CB4856
III	WRMHS32M05	13027489	13055189	CB4856
III	WRMHS13C20	13027589	13052493	CB4856
III	WRMHS32F05	13036186	13072015	CB4856
III	WRMHS29L24	13045761	13090127	CB4856
III	WRMHS19C05	13205486	13241265	CB4856
III	WRMHS14B12	13210875	13246156	CB4856
III	WRMHS15B10	13214932	13258200	CB4856
III	WRMHS17J15	13216728	13248117	CB4856
III	WRMHS12J13	13219039	13246569	CB4856
III	WRMHS38P17	13224575	13254623	CB4856
III	WRMHS4C12	13230279	13264327	CB4856
III	WRMHS15A03	13231787	13276246	CB4856
III	WRMHS19J01	13235976	13270051	CB4856
III	WRMHS32J05	13239369	13280379	CB4856
III	WRMHS17D23	13269911	13309701	CB4856
III	WRMHS7H11	13300406	13329458	CB4856
III	WRMHS20F23	13314732	13347456	CB4856
III	WRMHS3G12	13315131	13355843	CB4856
III	WRMHS18P23	13317470	13350474	CB4856
III	WRMHS2E15	13335342	13373333	CB4856
III	WRMHS28B11	13339969	13371017	CB4856
III	WRMHS32I16	13359620	13397292	CB4856
III	WRMHS37K12	13363878	13397812	CB4856
III	WRMHS24E20	13366648	13395386	CB4856
III	WRMHS17N15	13367271	13408800	CB4856
III	WRMHS23M04	13373225	13405637	CB4856
III	WRMHS8L05	13388862	13416244	CB4856
III	WRMHS2B12	13395343	13428486	CB4856
III	WRMHS38P22	13396365	13427494	CB4856
III	WRMHS33D09	13456887	13494886	CB4856
III	WRMHS28C24	13464196	13493004	CB4856
III	WRMHS11E02	13471340	13504081	CB4856
III	WRMHS20A23	13473502	13507167	CB4856
III	WRMHS38F04	13485209	13520258	CB4856
III	WRMHS2L21	13526574	13558882	CB4856
III	WRMHS28D18	13557542	13587909	CB4856
III	WRMHS22C21	13558973	13587676	CB4856
III	WRMHS25F21	13575693	13590785	CB4856
III	WRMHS12F05	13604705	13634908	CB4856
III	WRMHS38N13	13616530	13651805	CB4856
III	WRMHS14N11	13618744	13656173	CB4856
III	WRMHS23N23	13621243	13659441	CB4856
III	WRMHS20H18	13630572	13668037	CB4856
III	WRMHS4B08	13640042	13668552	CB4856
III	WRMHS11K08	13656889	13688266	CB4856
III	WRMHS1A09	13660291	13690876	CB4856
III	WRMHS11I15	13663958	13697620	CB4856
III	WRMHS11L23	13666514	13690728	CB4856
III	WRMHS35M12	13667561	13700239	CB4856
III	WRMHS17L13	13675154	13710137	CB4856
III	WRMHS17I04	13683659	13721328	CB4856
III	WRMHS34C09	13707351	13742973	CB4856
III	WRMHS40M21	13715028	13746667	CB4856
III	WRMHS7A10	13724656	13757740	CB4856
III	WRMHS8K19	13730848	13763590	CB4856
III	WRMHS12B16	13733598	13765282	CB4856
III	WRMHS23B04	13740349	13772829	CB4856
III	WRMHS21I05	13746685	13783088	CB4856
IV	WRMHS26N08	28300	64369	CB4856
IV	WRMHS25B13	58266	85773	CB4856
IV	WRMHS17H20	60285	95144	CB4856
IV	WRMHS10K15	74353	106259	CB4856
IV	WRMHS26I14	77044	117639	CB4856
IV	WRMHS20J01	77503	119014	CB4856
IV	WRMHS35M23	83915	117709	CB4856
IV	WRMHS24K19	85390	121689	CB4856
IV	WRMHS9D02	88922	120304	CB4856
IV	WRMHS18I04	97235	135069	CB4856
IV	WRMHS36I16	106781	141935	CB4856
IV	WRMHS23F02	107583	149047	CB4856
IV	WRMHS10E21	108796	142120	CB4856
IV	WRMHS18A09	122484	156260	CB4856
IV	WRMHS7I17	141617	168713	CB4856
IV	WRMHS12I03	143267	171257	CB4856
IV	WRMHS12B06	161807	196485	CB4856
IV	WRMHS6A24	203410	238060	CB4856
IV	WRMHS39I08	214835	247219	CB4856
IV	WRMHS21K05	219670	254569	CB4856
IV	WRMHS10C19	222509	252685	CB4856
IV	WRMHS14P02	223981	253522	CB4856
IV	WRMHS16K10	227206	260697	CB4856
IV	WRMHS33P20	237843	273391	CB4856
IV	WRMHS39E10	237843	273391	CB4856
IV	WRMHS22L08	238486	272167	CB4856
IV	WRMHS6E17	241868	273756	CB4856
IV	WRMHS25J09	250645	279782	CB4856
IV	WRMHS2G15	263790	296037	CB4856
IV	WRMHS36I10	268908	304329	CB4856
IV	WRMHS37F23	278989	316740	CB4856
IV	WRMHS10F11	285577	322630	CB4856
IV	WRMHS24P21	286190	326529	CB4856
IV	WRMHS29L03	302860	339563	CB4856
IV	WRMHS2O21	308289	340578	CB4856
IV	WRMHS7P13	313606	345812	CB4856
IV	WRMHS36O12	317819	351605	CB4856
IV	WRMHS13H09	352493	394815	CB4856
IV	WRMHS32I06	353419	386754	CB4856
IV	WRMHS35A05	355184	394663	CB4856
IV	WRMHS22D14	358734	393932	CB4856
IV	WRMHS16D20	360063	392487	CB4856
IV	WRMHS15G05	364342	407382	CB4856
IV	WRMHS9J14	367399	407498	CB4856
IV	WRMHS15K17	370514	403789	CB4856
IV	WRMHS20K14	374444	416505	CB4856
IV	WRMHS39P23	386097	424355	CB4856
IV	WRMHS17O20	390227	421164	CB4856
IV	WRMHS8P11	392962	425433	CB4856
IV	WRMHS16L09	427497	464255	CB4856
IV	WRMHS23K19	433878	466820	CB4856
IV	WRMHS13K17	454164	485429	CB4856
IV	WRMHS4F15	497760	537115	CB4856
IV	WRMHS13F04	504988	547988	CB4856
IV	WRMHS15K15	526791	565901	CB4856
IV	WRMHS14J12	530919	564002	CB4856
IV	WRMHS17I12	539134	573935	CB4856
IV	WRMHS26P07	540690	582772	CB4856
IV	WRMHS36M02	547795	581636	CB4856
IV	WRMHS30M07	547811	577544	CB4856
IV	WRMHS13O21	553104	583008	CB4856
IV	WRMHS30D12	559619	588860	CB4856
IV	WRMHS20O04	560230	591999	CB4856
IV	WRMHS13L01	585406	615707	CB4856
IV	WRMHS24N09	585796	621176	CB4856
IV	WRMHS13N09	589434	622736	CB4856
IV	WRMHS37J24	614712	650120	CB4856
IV	WRMHS13K18	617064	645532	CB4856
IV	WRMHS18M19	620666	653206	CB4856
IV	WRMHS20J10	621131	652801	CB4856
IV	WRMHS38F18	626578	663349	CB4856
IV	WRMHS39A21	626999	663235	CB4856
IV	WRMHS13B11	631308	673594	CB4856
IV	WRMHS3M09	638554	670977	CB4856
IV	WRMHS35C20	639818	664018	CB4856
IV	WRMHS15B02	658622	691617	CB4856
IV	WRMHS10E20	661349	691630	CB4856
IV	WRMHS10I04	664484	708773	CB4856
IV	WRMHS40O11	665035	701491	CB4856
IV	WRMHS39O03	687112	730530	CB4856
IV	WRMHS6N08	742773	773779	CB4856
IV	WRMHS14J22	746818	784546	CB4856
IV	WRMHS23A03	752461	782992	CB4856
IV	WRMHS30P18	753942	787813	CB4856
IV	WRMHS18F08	762363	800154	CB4856
IV	WRMHS6P05	863060	906908	CB4856
IV	WRMHS17D02	864898	906667	CB4856
IV	WRMHS38C22	882770	933296	CB4856
IV	WRMHS5A23	906106	936732	CB4856
IV	WRMHS15K09	927095	959911	CB4856
IV	WRMHS40O09	949619	982150	CB4856
IV	WRMHS11L11	951848	983460	CB4856
IV	WRMHS34H10	1015416	1048951	CB4856
IV	WRMHS24M13	1032004	1066342	CB4856
IV	WRMHS25J07	1040162	1074850	CB4856
IV	WRMHS15N11	1041681	1078056	CB4856
IV	WRMHS16E21	1042099	1075600	CB4856
IV	WRMHS22H03	1047658	1078133	CB4856
IV	WRMHS25I20	1101241	1135921	CB4856
IV	WRMHS39H19	1103555	1139783	CB4856
IV	WRMHS14I03	1104702	1141931	CB4856
IV	WRMHS24O10	1104808	1143360	CB4856
IV	WRMHS11K21	1105265	1140198	CB4856
IV	WRMHS40D15	1110910	1142479	CB4856
IV	WRMHS1D22	1112236	1146051	CB4856
IV	WRMHS29B08	1118104	1155183	CB4856
IV	WRMHS25N06	1202187	1230261	CB4856
IV	WRMHS34N07	1241306	1288036	CB4856
IV	WRMHS35F17	1363560	1397012	CB4856
IV	WRMHS2K04	1367886	1401585	CB4856
IV	WRMHS1P20	1368639	1400651	CB4856
IV	WRMHS20D02	1397411	1435512	CB4856
IV	WRMHS37F20	1398235	1431586	CB4856
IV	WRMHS37P13	1398235	1431600	CB4856
IV	WRMHS15K23	1424724	1466520	CB4856
IV	WRMHS37B12	1459099	1497591	CB4856
IV	WRMHS6J04	1511737	1547081	CB4856
IV	WRMHS23N14	1518269	1554754	CB4856
IV	WRMHS26E09	1519614	1562125	CB4856
IV	WRMHS24L03	1524427	1560797	CB4856
IV	WRMHS39P19	1524947	1563415	CB4856
IV	WRMHS8J17	1525943	1567788	CB4856
IV	WRMHS13D16	1531389	1570663	CB4856
IV	WRMHS1N04	1532256	1570083	CB4856
IV	WRMHS25O19	1534126	1567581	CB4856
IV	WRMHS2M22	1538097	1569305	CB4856
IV	WRMHS7D24	1762890	1793494	CB4856
IV	WRMHS11J13	1765315	1797489	CB4856
IV	WRMHS37E22	1773206	1801076	CB4856
IV	WRMHS37M07	1780069	1814543	CB4856
IV	WRMHS3F21	1866577	1901607	CB4856
IV	WRMHS11O01	1875018	1910789	CB4856
IV	WRMHS14P14	1896088	1929563	CB4856
IV	WRMHS33G12	1898451	1937347	CB4856
IV	WRMHS2K13	1962242	1988498	CB4856
IV	WRMHS8B13	2070835	2097551	CB4856
IV	WRMHS13L05	2071054	2113370	CB4856
IV	WRMHS16G14	2119598	2150521	CB4856
IV	WRMHS15J14	2133087	2165593	CB4856
IV	WRMHS35C10	2215820	2250461	CB4856
IV	WRMHS31F23	2227747	2262477	CB4856
IV	WRMHS36E02	2278814	2319491	CB4856
IV	WRMHS13M14	2286177	2320684	CB4856
IV	WRMHS36G23	2298486	2331629	CB4856
IV	WRMHS30F09	2298532	2331629	CB4856
IV	WRMHS20P14	2384391	2413219	CB4856
IV	WRMHS36D20	2388932	2411100	CB4856
IV	WRMHS35O02	2410473	2446449	CB4856
IV	WRMHS40L11	2421802	2460202	CB4856
IV	WRMHS2H06	2422968	2453926	CB4856
IV	WRMHS11O14	2423124	2456076	CB4856
IV	WRMHS21B03	2425088	2461053	CB4856
IV	WRMHS23B10	2426551	2461789	CB4856
IV	WRMHS37D07	2441721	2477582	CB4856
IV	WRMHS8G05	2444566	2478677	CB4856
IV	WRMHS8O03	2490643	2512368	CB4856
