Chromosome	Clone	Start	End
II	WRM0612aG03	8350053	8386196
II	WRM0638dC08	8350109	8387083
II	WRM0637dD01	8352615	8385583
II	WRM0619bH02	8359283	8394950
II	WRM0637aE12	8359488	8393661
II	WRM0639bA04	8363842	8397491
II	WRM0639cA01	8365237	8403073
II	WRM069dB01	8365983	8399310
II	WRM061cH06	8366059	8393809
II	WRM063cE11	8371528	8407455
II	WRM0631cF05	8374285	8403422
II	WRM0640aC08	8391339	8428597
II	WRM0622dE10	8395740	8427436
II	WRM0629aH03	8398993	8432895
II	WRM0612bF05	8399473	8432658
II	WRM066bA05	8425079	8462502
II	WRM065aE11	8425152	8460049
II	WRM0623cE10	8435687	8471012
II	WRM0627cF12	8436646	8475046
II	WRM0639aA05	8436674	8474818
II	WRM0627bA10	8438057	8474705
II	WRM0631bB08	8439780	8473822
II	WRM0614cF02	8439895	8470218
II	WRM0640bF09	8440005	8474313
II	WRM0619bH03	8442162	8476156
II	WRM0614bG11	8442194	8479196
II	WRM065aC01	8444032	8477148
II	WRM0626dE03	8446239	8479445
II	WRM0628cG03	8450225	8482070
II	WRM0612cE04	8452079	8480764
II	WRM0636bF11	8452442	8486933
II	WRM0637aG03	8453902	8489646
II	WRM065bH07	8463563	8495007
II	WRM0614cE06	8465272	8499643
II	WRM0628bD06	8467699	8502725
II	WRM0616cE08	8468979	8498807
II	WRM0641dC04	8469222	8501119
II	WRM0624bE11	8474401	8510997
II	WRM0626dD01	8475326	8506543
II	WRM0628bA10	8477366	8516731
II	WRM0636aF02	8479396	8514823
II	WRM0612aG05	8483110	8515235
II	WRM0635bH01	8494263	8526091
II	WRM0632aF01	8494388	8528076
II	WRM069bA10	8495008	8530667
II	WRM0613cC01	8500108	8532754
II	WRM069cC10	8508413	8541761
II	WRM069cB03	8519065	8550503
II	WRM0633dF12	8519592	8551786
II	WRM0625cA01	8523738	8559485
II	WRM0624dG12	8526470	8566636
II	WRM065aA03	8527628	8562217
II	WRM0632cB02	8531120	8568502
II	WRM0625aE08	8539419	8570417
II	WRM063bG08	8547575	8584196
II	WRM064bB09	8554141	8586730
II	WRM066aC07	8554425	8587882
II	WRM0624dF12	8562434	8589392
II	WRM068cH04	8563216	8596896
II	WRM064aC01	8571142	8609324
II	WRM0624dB10	8571889	8611152
II	WRM062cF10	8574056	8603416
II	WRM0615cA07	8580802	8614771
II	WRM062aF09	8581978	8621632
II	WRM0628aG09	8597870	8633354
II	WRM062dF01	8597886	8639082
II	WRM069bH04	8599437	8634401
II	WRM0638dH07	8599701	8634634
II	WRM0615cF04	8602282	8637216
II	WRM064cF04	8607281	8640802
II	WRM0627bH05	8608432	8637998
II	WRM0628dE12	8612382	8644675
II	WRM0616bF02	8613402	8646148
II	WRM0627dB02	8617176	8657341
II	WRM0637cG07	8620758	8654948
II	WRM0626bC03	8621943	8655675
II	WRM0629dF08	8621958	8656679
II	WRM0634bH12	8623739	8655917
II	WRM0639aD10	8625539	8657635
II	WRM064dF10	8637163	8671288
II	WRM0636aE03	8642536	8675421
II	WRM0638bB03	8643076	8679075
II	WRM0611bE04	8651704	8687925
II	WRM065aG11	8653228	8686442
II	WRM0629cC02	8659402	8695392
II	WRM062aH05	8659960	8690493
II	WRM0639bA06	8663547	8696301
II	WRM0610bD12	8665059	8699585
II	WRM0623bA02	8667145	8698277
II	WRM0627cD10	8686862	8722708
II	WRM0620bG06	8696911	8733982
II	WRM068aF12	8701019	8737646
II	WRM0626cB09	8710878	8750297
II	WRM0624aF04	8717329	8752241
II	WRM0620bF08	8718752	8752151
II	WRM064bE01	8720745	8760212
II	WRM069cA05	8721838	8757640
II	WRM0621bH04	8723939	8759300
II	WRM0626dA03	8725221	8760797
II	WRM0615dF12	8725389	8757080
II	WRM0618cA10	8727455	8755403
II	WRM0625dH05	8728279	8762674
II	WRM0635aG03	8739272	8776722
II	WRM063bA07	8742339	8776298
II	WRM069cD09	8743847	8780342
II	WRM066aE05	8744076	8776395
II	WRM0616bA05	8745892	8781737
II	WRM0628bD12	8746805	8783952
II	WRM0622dF07	8750289	8782819
II	WRM0614dG08	8750740	8790106
II	WRM0623aE10	8759026	8800722
II	WRM0612bG07	8763361	8798669
II	WRM0631dC11	8763668	8800591
II	WRM061cD04	8764014	8798286
II	WRM0636cG10	8769109	8802595
II	WRM0611bF06	8769147	8798528
II	WRM0611cE01	8773267	8811339
II	WRM0633cE12	8775016	8808280
II	WRM067bB04	8775622	8809446
II	WRM0611cC06	8776191	8813153
II	WRM0622bB08	8783601	8816951
II	WRM064dA03	8793767	8826620
II	WRM0616bC04	8795675	8833293
II	WRM0619cD02	8808202	8841086
II	WRM0620dG05	8810423	8846252
II	WRM068bB02	8813002	8845275
II	WRM066aA12	8821097	8854955
II	WRM0629cH04	8824934	8857074
II	WRM0624aC01	8845974	8874625
II	WRM0610cA05	8848627	8876835
II	WRM0633dE06	8849181	8883749
II	WRM065cA09	8849787	8880796
II	WRM0640cG04	8850330	8885683
II	WRM0638aG12	8850838	8883469
II	WRM0633aH04	8875978	8910193
II	WRM0616dH02	8877280	8909594
II	WRM069dC12	8878595	8914165
II	WRM0616cF10	8879135	8911729
II	WRM0624bC06	8891716	8927685
II	WRM0629cC07	8893667	8926513
II	WRM062aE03	8895487	8924150
II	WRM064dD08	8898790	8933668
II	WRM0637dF06	8900691	8940762
II	WRM0637cG08	8901376	8933262
II	WRM0641dE01	8903863	8946789
II	WRM064dF12	8907294	8939538
II	WRM0614bB01	8910915	8950793
II	WRM0639dH05	8920414	8959377
II	WRM0634cB08	8920445	8958779
II	WRM063cH04	8922868	8956595
II	WRM0633bD05	8924124	8959644
II	WRM061dB01	8924660	8958553
II	WRM061dH04	8925338	8959005
II	WRM0636cG09	8930375	8971748
II	WRM0641aH05	8931598	8963203
II	WRM063bG05	8932096	8968547
II	WRM069aD06	8934229	8967194
II	WRM0625aG05	8935411	8969394
II	WRM0633aG03	8937709	8976869
II	WRM066dB03	8942076	8976537
II	WRM0616bG11	8944346	8976193
II	WRM0636dB10	8944519	8985717
II	WRM0611cC05	8958860	8992490
II	WRM0630bE11	8966336	9001904
II	WRM0616cG04	8971482	9006712
II	WRM0631aA08	8972575	9004302
II	WRM0632dD03	8976370	9013045
II	WRM0619cG06	8979296	9014359
II	WRM068cA09	8979598	9016059
II	WRM0629cB10	8980899	9012205
II	WRM0624bD05	8981797	9021974
II	WRM0637cE11	8990480	9030362
II	WRM064cG10	8994267	9028045
II	WRM0625dC03	8996776	9029784
II	WRM069aF06	8997506	9030488
II	WRM0632bE02	9000757	9035034
II	WRM067cF02	9003619	9039278
II	WRM062aA08	9005530	9039596
II	WRM0627bB12	9013468	9051021
II	WRM0641aC09	9016820	9053568
II	WRM0614dB11	9018053	9051343
II	WRM0626bD06	9024458	9061272
II	WRM0629dG08	9045081	9079862
II	WRM0615cB10	9051271	9086640
II	WRM0623dD05	9054973	9091039
II	WRM0625aA01	9065746	9099877
II	WRM0631bE12	9070913	9108835
II	WRM0640dG09	9076584	9115492
II	WRM0630aC03	9097984	9131912
II	WRM0637bB02	9100121	9132296
II	WRM0631bA05	9103879	9134133
II	WRM0641aE11	9108619	9143283
II	WRM0616bH11	9116996	9150898
II	WRM066dE08	9125003	9158227
II	WRM0631cD09	9141478	9173373
II	WRM0622aB11	9152761	9190192
II	WRM0614dE05	9157429	9190449
II	WRM0631dG01	9157912	9190608
II	WRM0630cF09	9161315	9196698
II	WRM0636cG11	9163076	9196614
II	WRM0629dG04	9164235	9195584
II	WRM0640aF11	9181205	9215713
II	WRM0617aB12	9184668	9219036
II	WRM064dD12	9188968	9224964
II	WRM0624aG01	9193318	9225695
II	WRM0640aC12	9199705	9235713
II	WRM0625dB02	9207345	9243026
II	WRM0614aF03	9208499	9243425
II	WRM062aC12	9219241	9251930
II	WRM0613bF08	9224841	9261647
II	WRM0623dG01	9229051	9265613
II	WRM066dG10	9233934	9266342
II	WRM0614cC06	9234271	9269838
II	WRM0637cF03	9255620	9291339
II	WRM0622dD11	9262089	9293504
II	WRM065aC10	9270102	9301680
II	WRM0629dA11	9271609	9302963
II	WRM061cG05	9272313	9307604
II	WRM0611bD08	9284641	9318974
II	WRM0618cC01	9291665	9332932
II	WRM0631dA08	9291876	9328261
II	WRM0630cB03	9296580	9330822
II	WRM0620bC03	9298631	9333329
II	WRM068aH05	9359220	9389095
II	WRM0617bA09	9363611	9398768
II	WRM0617bB12	9365003	9392111
II	WRM0621bD07	9369896	9402664
II	WRM0617dA10	9371476	9402785
II	WRM0614dD07	9409069	9443274
II	WRM066bG11	9413478	9450885
II	WRM0635cA03	9426410	9464296
II	WRM0639bC07	9427054	9460850
II	WRM0619bB10	9444070	9479837
II	WRM0640aB09	9448524	9485602
II	WRM0619dB09	9453859	9484015
II	WRM0626cH12	9459381	9492318
II	WRM0614bF07	9474720	9512887
II	WRM0618bB09	9475923	9512524
II	WRM065bG04	9483880	9517539
II	WRM0623cH07	9485462	9515786
II	WRM0625cD10	9486001	9518851
II	WRM0620bB01	9490182	9525044
II	WRM0626dC08	9491921	9527431
II	WRM066dH05	9492404	9526524
II	WRM0633aH07	9502341	9541206
II	WRM0626cF04	9511162	9545400
II	WRM0618dB07	9514747	9549198
II	WRM061cE05	9542716	9576920
II	WRM0612aF03	9549271	9585322
II	WRM0612aC02	9550103	9580996
II	WRM0618dA02	9552321	9575984
II	WRM0634bE11	9566195	9604491
II	WRM066cG05	9587669	9627025
II	WRM0637dB07	9587700	9621856
II	WRM0635dH03	9620989	9658794
II	WRM0616dH05	9634856	9666018
II	WRM062cD06	9652522	9685963
II	WRM067aD07	9654044	9688111
II	WRM0641dD10	9663756	9700508
II	WRM0640bD12	9669064	9700768
II	WRM0620dF12	9673940	9702262
II	WRM0614bD10	9675525	9709185
II	WRM0611bH09	9721407	9753266
II	WRM069aF09	9724696	9761744
II	WRM065bC12	9769380	9805167
II	WRM0631dE11	9776274	9810843
II	WRM064aG12	9778592	9808065
II	WRM0615bG08	9781109	9812505
II	WRM069cE09	9786450	9807905
II	WRM0613aF10	9787085	9810920
II	WRM0616cC08	9788267	9809745
II	WRM062dB12	9813192	9834292
II	WRM065cB12	9815757	9854444
II	WRM0613dC07	9821092	9854472
II	WRM0614bC09	9825277	9859212
II	WRM0617bE01	9828801	9864531
II	WRM068cD07	9831530	9863300
II	WRM0628cA04	9833989	9863193
II	WRM065dC02	9835066	9873612
II	WRM0618aG01	9840211	9878976
II	WRM065aH01	9842240	9876830
II	WRM0628aD04	9846075	9880621
II	WRM0611dB02	9859527	9893353
II	WRM0631dA09	9863019	9887493
II	WRM0639bF11	9864598	9904512
II	WRM064cH03	9866869	9895743
II	WRM0613cE04	9868652	9901614
II	WRM069cD01	9870807	9900962
II	WRM0632aG05	9872812	9906396
II	WRM0620bC05	9878284	9917092
II	WRM065aH04	9880544	9917632
II	WRM0616cF03	9885744	9923091
II	WRM0637aD09	9885986	9916633
II	WRM063aF05	9911233	9940843
II	WRM0627cE10	9929223	9960582
II	WRM0634bD06	9939267	9977471
II	WRM064cC08	9944600	9979309
II	WRM0641aF06	9944620	9978252
II	WRM0622cG11	9946532	9977544
II	WRM069cH01	9948117	9976598
II	WRM0630cG02	9964215	10003453
II	WRM064bF04	9974506	10007438
II	WRM0627bC01	9983053	10016260
II	WRM0637bA09	9983613	10010781
II	WRM0629bB11	9999087	10033752
II	WRM0629bH05	9999793	10034951
II	WRM0617dB04	10007078	10044887
II	WRM0636bF08	10014369	10058663
II	WRM0618bE01	10017795	10052495
II	WRM0635cB05	10042159	10075658
II	WRM0626cG02	10050350	10084843
II	WRM064bB08	10052289	10090434
II	WRM0629cH11	10067749	10103567
II	WRM0641dH03	10068186	10101488
II	WRM0633aC12	10073788	10108070
II	WRM0624aH12	10073802	10104530
II	WRM0633aG06	10076810	10109709
II	WRM0635cA05	10079932	10116187
II	WRM066aA06	10082837	10113720
II	WRM066cH06	10083666	10116465
II	WRM0633bF07	10085317	10122511
II	WRM0615bA05	10089316	10122844
II	WRM0622aF11	10090984	10125368
II	WRM0634bD01	10093196	10127520
II	WRM065bG10	10106415	10143935
II	WRM0624dA08	10106433	10141492
II	WRM0619aA10	10110993	10143820
II	WRM0624bE05	10116933	10149898
II	WRM0622dA08	10121553	10150003
II	WRM0620dB02	10123182	10163210
II	WRM0636cE09	10125109	10162771
II	WRM0611aE06	10125562	10153370
II	WRM0629aE01	10130580	10160477
II	WRM067aB09	10132897	10168835
II	WRM0611cE12	10142627	10174599
II	WRM0622dH09	10151080	10187365
II	WRM0640cA06	10159008	10192396
II	WRM0621cB09	10159556	10193782
II	WRM0623bH04	10166252	10198549
II	WRM0624cB12	10169197	10201238
II	WRM0626dC11	10171883	10203869
II	WRM0614dE08	10172479	10206098
II	WRM068bA02	10190100	10218454
II	WRM0633bD04	10192357	10223242
II	WRM068dE11	10196737	10230006
II	WRM062aC11	10197201	10226373
II	WRM0638dA10	10200436	10231377
II	WRM0619cH02	10212915	10244178
II	WRM0629cC05	10216869	10255278
II	WRM0627bF01	10220682	10252531
II	WRM0626bE03	10227631	10257784
II	WRM0627cC09	10243033	10280036
II	WRM0640dF10	10246400	10279475
II	WRM0619aG09	10254834	10292513
II	WRM0635aA11	10259328	10293724
II	WRM062dE12	10260703	10287306
II	WRM0617cF11	10271920	10306477
II	WRM0633aC07	10286002	10320401
II	WRM064cD09	10286703	10315881
II	WRM0628cG12	10287720	10322074
II	WRM0623bB01	10289363	10323685
II	WRM061cF02	10289919	10322689
II	WRM0622cD03	10294424	10327024
II	WRM0630dC06	10295619	10327986
II	WRM0617bD07	10295854	10329986
II	WRM0630cC06	10297195	10330714
II	WRM0615bF03	10326828	10343504
II	WRM0617bG10	10342949	10378896
II	WRM067cH01	10347027	10369184
II	WRM0640dD10	10354992	10385066
II	WRM0620bE09	10356236	10390005
II	WRM0632bA03	10366361	10402641
II	WRM0630bG07	10366989	10398491
II	WRM061dB04	10370282	10406831
II	WRM0627dB06	10373800	10409510
II	WRM0631dD11	10400948	10428184
II	WRM0638cE08	10401791	10436219
II	WRM069cC07	10404120	10442210
II	WRM0625bF07	10428409	10466036
II	WRM0617cD06	10429357	10462976
II	WRM0611bB07	10432280	10464106
II	WRM0635aA07	10434255	10469561
II	WRM0630bC02	10434357	10470953
II	WRM0619dE01	10435174	10472952
II	WRM0631bF07	10442320	10476987
II	WRM0623bB11	10444142	10481137
II	WRM0629cG09	10444554	10479929
II	WRM063dC07	10445442	10478161
II	WRM0641aG09	10453810	10488249
II	WRM0619cG10	10457699	10491731
II	WRM0630dG12	10465303	10498846
II	WRM0641bD07	10465431	10499534
II	WRM0641dE03	10477126	10513264
II	WRM0611aB08	10479318	10511341
II	WRM0610cB06	10493153	10524642
II	WRM0611cB07	10494016	10529840
II	WRM0630dG01	10499010	10534764
II	WRM0638bA10	10503751	10540829
II	WRM0635aB08	10511088	10545605
II	WRM068aA10	10516173	10551323
II	WRM0631bH10	10527247	10561884
II	WRM0618dE08	10531054	10564722
II	WRM062cB10	10542387	10576107
II	WRM063dE10	10545016	10577407
II	WRM0612dC08	10546600	10579046
II	WRM0611dC11	10547625	10578780
II	WRM0639aG03	10548783	10580967
II	WRM0627cD04	10553789	10589944
II	WRM0611cC11	10560003	10595849
II	WRM0612dH01	10570237	10610998
II	WRM0623dD12	10589089	10626088
II	WRM068dA11	10590210	10627071
II	WRM0630bA12	10597564	10638108
II	WRM0616cE11	10598206	10625192
II	WRM0636cA02	10602595	10644157
II	WRM061cE01	10603797	10635299
II	WRM0636cF01	10605079	10637777
II	WRM0638bF06	10607332	10640023
II	WRM0633aF07	10609237	10639744
II	WRM065bE09	10618742	10651499
II	WRM0639aD12	10619365	10648909
II	WRM0616cE03	10630814	10663075
II	WRM0616bA01	10633934	10669088
II	WRM0618aH08	10636511	10670316
II	WRM0640aA02	10642595	10678342
II	WRM0627dH11	10644950	10677253
II	WRM065dA08	10648672	10686561
II	WRM0626cE07	10649437	10685218
II	WRM0622bB05	10649844	10687127
II	WRM0629aF04	10650556	10683056
II	WRM0638bD04	10659264	10694768
II	WRM0610bD07	10669468	10709813
II	WRM0629cB12	10672818	10705303
II	WRM0629bC03	10673060	10709068
II	WRM0619bA07	10677936	10712777
II	WRM0621bF05	10681658	10716363
II	WRM0610bE05	10689856	10727435
II	WRM063aA12	10714525	10751953
II	WRM065cD04	10715203	10749863
II	WRM0616dH04	10715570	10749130
II	WRM0618dC04	10721556	10756048
II	WRM064dF02	10722114	10758761
II	WRM0628bB01	10722229	10758266
II	WRM0620bG02	10726741	10759852
II	WRM0634aH07	10737601	10773529
II	WRM0638cG04	10744713	10782086
II	WRM0613dA07	10745377	10776710
II	WRM0613cD05	10746342	10778332
II	WRM0635cG01	10746728	10781048
II	WRM0634bA05	10750193	10783616
II	WRM0627cH10	10751541	10787970
II	WRM0613cF01	10752391	10783267
II	WRM0614aC02	10754683	10788560
II	WRM0641cH04	10765646	10796171
II	WRM067aB12	10775396	10810342
II	WRM0612bG04	10777936	10813977
II	WRM0637aE03	10778331	10821398
II	WRM0627dD10	10781510	10816823
II	WRM0641aF11	10805594	10845396
II	WRM0639bF10	10839628	10872226
II	WRM0620cH05	10853103	10887506
II	WRM0613bC12	10866823	10896836
II	WRM069cB04	10868695	10895226
II	WRM062cH11	10873828	10902144
II	WRM0631cG12	10877382	10909845
II	WRM065aH02	10931746	10962984
II	WRM0629aF07	10935874	10967762
II	WRM067bA11	10947542	10974978
II	WRM0628bE04	10965282	10993291
II	WRM0620cG01	10968249	10999379
II	WRM0641aF07	10997899	11033661
II	WRM0614aC12	10998732	11033593
II	WRM0641bA02	11002293	11040599
II	WRM0638cC09	11006902	11039602
II	WRM0640cC08	11010304	11043435
II	WRM0626bD07	11011708	11045175
II	WRM0629bA11	11016576	11049785
II	WRM061aG02	11024098	11059298
II	WRM0629aA12	11025756	11059703
II	WRM0630aC08	11037320	11073347
II	WRM0637dB10	11038106	11073412
II	WRM0621aH06	11039461	11072635
II	WRM0618cB01	11047377	11080947
II	WRM0633cB06	11052102	11091209
II	WRM066bA02	11054388	11086083
II	WRM0628aD12	11054587	11095573
II	WRM0630bB12	11064447	11097128
II	WRM0627cA10	11065186	11102292
II	WRM0617aA11	11069611	11106652
II	WRM0634bD02	11122920	11156148
II	WRM0614bF05	11131987	11165613
II	WRM0620bF09	11132484	11164589
II	WRM0616cB11	11132864	11167208
II	WRM0611aB03	11135263	11168963
II	WRM0616cD06	11146838	11183317
II	WRM0611dB03	11148848	11178320
II	WRM0637aB05	11156780	11192025
II	WRM0625bF10	11169943	11207245
II	WRM0638aF02	11175114	11207256
II	WRM0615bH11	11179165	11213899
II	WRM0622aF10	11182121	11218660
II	WRM0639cD06	11186378	11217814
II	WRM0624bB01	11187747	11216176
II	WRM0635bA03	11188523	11225326
II	WRM0626cC02	11190318	11221527
II	WRM0613dF11	11190817	11222794
II	WRM0632dE07	11194405	11236154
II	WRM0638cC04	11202168	11245503
II	WRM0622dH02	11204106	11232177
II	WRM0626dG01	11205699	11229970
II	WRM0633aB11	11206980	11236913
II	WRM0633aH10	11208103	11239396
II	WRM0610bD05	11211151	11246323
II	WRM0638dC11	11214184	11245301
II	WRM066dC09	11214572	11248943
II	WRM0627bB04	11214853	11251213
II	WRM0635dC04	11217006	11252189
II	WRM0621bF01	11231928	11263902
II	WRM0624dA07	11232698	11266805
II	WRM069cH10	11234406	11268712
II	WRM0638cG11	11234576	11274686
II	WRM0616dD02	11235671	11266963
II	WRM069cB08	11236056	11270592
II	WRM0627bG10	11236323	11271607
II	WRM064dC06	11237266	11277226
II	WRM0627aH03	11237848	11276277
II	WRM0618bG12	11242167	11276198
II	WRM0625bC01	11243342	11281916
II	WRM0621dF09	11251812	11285427
II	WRM0619cC10	11256267	11292340
II	WRM0622cF03	11257050	11291363
II	WRM0638cC05	11258968	11291172
II	WRM069cF05	11263754	11295347
II	WRM065bB04	11267091	11300262
II	WRM0624cC01	11271224	11310695
II	WRM0626bE04	11276424	11301657
II	WRM0617cH09	11278142	11317991
II	WRM0616bE09	11279148	11309265
II	WRM0630aG08	11282296	11314836
II	WRM065bG09	11284420	11321634
II	WRM0622aE08	11285204	11326309
II	WRM069aD07	11289768	11321670
II	WRM0634aH09	11290100	11325257
II	WRM0637dD07	11292843	11324860
II	WRM0626aH03	11293808	11326505
II	WRM0613bA02	11294316	11334937
II	WRM0627dB08	11300360	11335986
II	WRM0631cA09	11301593	11340970
II	WRM068dF07	11302293	11339934
II	WRM0630cG11	11334726	11370862
II	WRM0636dE05	11343092	11379136
II	WRM0611bH03	11352600	11391444
II	WRM0628aB02	11355667	11391434
II	WRM0624aD01	11358395	11396974
II	WRM0636bH08	11362065	11399024
II	WRM0631aA11	11368261	11404103
II	WRM0625dB07	11369061	11408909
II	WRM0616dG10	11371176	11403032
II	WRM0638dD06	11388219	11422929
II	WRM0628aE04	11390620	11425999
II	WRM0640cA08	11404205	11434416
II	WRM0637aH09	11463308	11493315
II	WRM069dB02	11468945	11496256
II	WRM0610aB10	11470041	11499982
II	WRM068aD02	11471502	11499711
II	WRM0616bA03	11473143	11505593
II	WRM0623dB08	11473596	11505339
II	WRM0627dC07	11474988	11508996
II	WRM0619aF06	11489421	11522957
II	WRM0627aC03	11490102	11523709
II	WRM0620dH03	11539051	11573827
II	WRM0617aG03	11549423	11583685
II	WRM063cF05	11564825	11600565
II	WRM0625dA01	11566263	11599173
II	WRM0627aE07	11566789	11597725
II	WRM068dG02	11569688	11601188
II	WRM067bF01	11570598	11604106
II	WRM0635bB12	11573111	11602388
II	WRM0638cF12	11584711	11615214
II	WRM0620aE03	11589378	11624778
II	WRM0628cC01	11591534	11624658
II	WRM066cB11	11593928	11627441
II	WRM0638dB05	11596413	11636605
II	WRM0629dC03	11596823	11630882
II	WRM0638bB05	11605805	11639942
II	WRM062dC08	11607485	11643134
II	WRM0631bG10	11608206	11643903
II	WRM061cC12	11611907	11647770
II	WRM0630dB03	11615001	11648762
II	WRM0630cG05	11617414	11648298
II	WRM0636bF01	11625242	11661822
II	WRM062dB05	11630956	11669147
II	WRM0636bA07	11632411	11674303
II	WRM064cG01	11633827	11665407
II	WRM068cD01	11637202	11671888
II	WRM063cB09	11637480	11675721
II	WRM065aD02	11641214	11674818
II	WRM0626bG09	11644030	11676945
II	WRM0620cH06	11648218	11686082
II	WRM068dG08	11649207	11682605
II	WRM066cF08	11650978	11684053
II	WRM0639aG08	11652300	11694036
II	WRM0634aC08	11656126	11687745
II	WRM066bA08	11657156	11688225
II	WRM0634aH12	11676470	11711704
II	WRM065bA03	11680336	11715376
II	WRM0641bA08	11690776	11723943
II	WRM069cE12	11705882	11738964
II	WRM0624dA11	11710794	11745826
II	WRM0614aD02	11720547	11756345
II	WRM0638dG02	11740784	11775781
II	WRM0635bD08	11752928	11786241
II	WRM065cG05	11759453	11792176
II	WRM0624aC06	11763603	11798254
II	WRM0633cG01	11768588	11802532
II	WRM0641bG02	11774620	11807135
II	WRM0618cB12	11779297	11813461
II	WRM0620dH08	11780349	11811987
II	WRM0627dD03	11782537	11817340
II	WRM064bF01	11792029	11826728
II	WRM0610cC07	11795174	11832169
II	WRM0619dG01	11796303	11834470
II	WRM063dC06	11804445	11836132
II	WRM0621aH09	11806462	11840926
II	WRM0623bH09	11825095	11851949
II	WRM0639dF06	11826445	11864370
II	WRM065aF06	11833597	11863933
II	WRM0612bF09	11842521	11876400
II	WRM0611dA02	11843482	11877040
II	WRM0639dA06	11846919	11879786
II	WRM0629dB09	11847964	11878680
II	WRM0618bC04	11857818	11890522
II	WRM064dE11	11864007	11899852
II	WRM0623bB10	11866717	11901006
II	WRM0615cF06	11868578	11903652
II	WRM061cG08	11873447	11907967
II	WRM0638cD09	11893464	11927377
II	WRM0614aF06	11908816	11936267
II	WRM0620cG07	11922503	11958616
II	WRM0632bF04	11923492	11960496
II	WRM0620dH06	11925342	11958208
II	WRM0630dG11	12155768	12177275
II	WRM0622aG10	12313081	12348901
II	WRM068aA01	12321194	12347958
II	WRM0638bC02	12382924	12417400
II	WRM063cC09	12387974	12422283
II	WRM0630bG05	12410330	12442793
II	WRM0621aB06	12425117	12457807
II	WRM0610bA11	12465047	12499015
II	WRM0612cF12	12468021	12502355
II	WRM0637cD10	12468186	12505655
II	WRM0625dC09	12470132	12502780
II	WRM0618bF11	12473684	12506728
II	WRM0641bG10	12487930	12523835
II	WRM0641dA02	12489417	12527102
II	WRM063bE08	12491085	12528145
II	WRM0630aA08	12494537	12529386
II	WRM0636cG04	12500153	12533807
II	WRM064cG11	12517630	12544989
II	WRM0629aH07	12518393	12551938
II	WRM061aD04	12518581	12546155
II	WRM0632dG07	12519383	12552791
II	WRM0625cH08	12524807	12556942
II	WRM0627dD12	12525192	12561541
II	WRM062dB02	12525516	12567106
II	WRM0623aH04	12526665	12557018
II	WRM0638aG09	12533969	12568618
II	WRM0641aE02	12539320	12567750
II	WRM061dH08	12543721	12579093
II	WRM0626aG08	12607047	12639492
II	WRM0623aD06	12617897	12657023
II	WRM0637aC04	12619155	12654519
II	WRM0625cD02	12620626	12654043
II	WRM065aC11	12623450	12659468
II	WRM0636bC01	12626399	12650530
II	WRM0628bH01	12806512	12838045
II	WRM0610bC12	12806845	12826319
II	WRM0624aA03	12809550	12841167
II	WRM0640dB04	12844809	12869381
II	WRM0619bF05	12882182	12912189
II	WRM0621bA02	12888733	12921276
II	WRM064dB12	12897723	12925322
II	WRM0612bE04	12899064	12931294
II	WRM0639aE04	12899246	12934235
II	WRM0639bC10	12900127	12934854
II	WRM0617cE12	12909782	12936744
II	WRM0611dF02	12911028	12945016
II	WRM0613dH03	12960783	12995636
II	WRM0629bE12	12966481	13000443
II	WRM0638dE03	12968916	12999171
II	WRM0636cH08	12972103	13005953
II	WRM0625bF01	12979003	13011523
II	WRM065aF11	13029237	13067128
II	WRM0626cB12	13043979	13078092
